"search-number","evaluation","n-neis*","p-random*","p-speaking-level*","p-speaking-drawn*","boundary*","boundary-drawn*","mode*","tolerance-level*","tolerance-drawn*","conformity-level*","conformity-drawn*","network-change*","cut-links-randomly?*","create-links-randomly?*","min-comm-neis*","dissatisfied_updates_opinion*","id_threshold*","use_identity?*","use_opponents_ratio?*","identity_levels*","polarisation-each-n-steps*","polar_repeats*","centroids_change*","centroid_color?*","killing_centroids?*","d_threshold*","esbg_furthest_out*","n-agents*","opinions*","model*","rs*","set-seed?*","x-opinion*","y-opinion*","updating*","record-length*","record?*","max-ticks*","hk-benchmark?*","record-each-n-steps*","avoid-redundancies?*","num-replicates","best-fitness-so-far","recheck-replications","best-fitness-rechecked"
"115","273","6","0.35000000000000003","0.194","""uniform""","0.24000000000000002","""uniform""","""openly-listen""","0.56","""uniform""","0.37","""uniform""","""link""","false","false","2","0.18","0.83","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.577","10","0.5525"
"115","336","11","0.35000000000000003","0.194","""uniform""","0.24000000000000002","""uniform""","""openly-listen""","0.56","""uniform""","0.37","""uniform""","""link""","false","false","2","0.2","0.83","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.664","10","0.581"
"116","7","19","0.2","0.89","""uniform""","0.38","""uniform""","""openly-listen""","0.09999999999999999","""uniform""","0.87","""uniform""","""link""","false","false","7","0.88","0.21000000000000002","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.11199999999999999","10","0.0955"
"116","14","63","0.2","0.074","""uniform""","0.28","""uniform""","""openly-listen""","0.9","""uniform""","0.6900000000000001","""uniform""","""link""","false","false","6","0.17","0.73","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.166","10","0.1635"
"116","21","6","0.12","0.433","""uniform""","0.19","""uniform""","""openly-listen""","0.18000000000000002","""uniform""","0.7100000000000001","""uniform""","""link""","false","true","9","0.09","0.25","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.246","10","0.2705"
"116","28","59","0.21","0.438","""uniform""","0.14","""uniform""","""openly-listen""","0.09999999999999999","""uniform""","0.06999999999999999","""uniform""","""link""","false","false","6","0.6900000000000001","0.71","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.51","10","0.5425"
"116","42","52","0.32","0.31","""uniform""","0.32","""uniform""","""openly-listen""","1.08","""uniform""","0.56","""uniform""","""link""","false","true","6","0.91","0.64","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.573","10","0.609"
"116","84","45","0.16","0.667","""uniform""","0.12","""uniform""","""vaguely-speak""","1.03","""uniform""","0.42000000000000004","""uniform""","""link""","false","true","4","0.56","0.43000000000000005","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.585","10","0.5920000000000001"
"116","133","56","0.43","0.459","""uniform""","0.23","""uniform""","""vaguely-speak""","0.8400000000000001","""uniform""","0.25","""uniform""","""link""","false","true","6","0.54","0.83","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.589","10","0.5605"
"116","259","45","0.07","0.667","""uniform""","0.23","""uniform""","""vaguely-speak""","0.8400000000000001","""uniform""","0.25","""uniform""","""link""","false","true","6","0.54","0.83","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.592","10","0.563"
"116","266","60","0.43","0.459","""uniform""","0.23","""uniform""","""vaguely-speak""","0.8400000000000001","""uniform""","0.25","""uniform""","""link""","false","true","6","0.54","0.83","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.597","10","0.5815"
"117","7","63","0.33","0.34500000000000003","""uniform""","0.03","""uniform""","""vaguely-speak""","0.32","""uniform""","0.78","""uniform""","""link""","false","true","10","0.71","0.12000000000000001","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.514","10","0.5185"
"117","14","4","0.48","0.271","""uniform""","0.2","""uniform""","""openly-listen""","0.93","""uniform""","0.88","""uniform""","""link""","false","false","6","0.33","0.9","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.517","10","0.547"
"117","42","26","0.3","0.846","""uniform""","0.06999999999999999","""uniform""","""vaguely-speak""","0.79","""uniform""","0.72","""uniform""","""link""","false","true","9","0.66","0.37","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.532","10","0.531"
"117","56","40","0.32","0.48800000000000004","""uniform""","0.33","""uniform""","""openly-listen""","0.75","""uniform""","0.48000000000000004","""uniform""","""link""","false","false","2","0.9","0.45000000000000007","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.726","10","0.34400000000000003"
"118","7","36","0.28","0.905","""uniform""","0.16","""uniform""","""openly-listen""","1.09","""uniform""","0.24000000000000002","""uniform""","""link""","false","true","2","0.03","0.63","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.288","10","0.217"
"118","14","33","0.21","0.659","""uniform""","0.04","""uniform""","""vaguely-speak""","0.48000000000000004","""uniform""","0.87","""uniform""","""link""","false","false","6","0.4","0.30000000000000004","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.507","10","0.5075000000000001"
"118","35","37","0.2","0.299","""uniform""","0.12","""uniform""","""vaguely-speak""","0.09999999999999999","""uniform""","1","""uniform""","""link""","false","false","0","0.58","0.71","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.565","10","0.521"
"118","112","17","0.01","0.203","""uniform""","0.33","""uniform""","""vaguely-speak""","0.59","""uniform""","0.8200000000000001","""uniform""","""link""","false","false","10","0.8300000000000001","0.8","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.5690000000000001","10","0.5814999999999999"
"118","217","60","0.45","0.773","""uniform""","0.28","""uniform""","""openly-listen""","0.46","""uniform""","0.01","""uniform""","""link""","false","true","10","1","0.42000000000000004","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.571","10","0.497"
"118","231","17","0","0.203","""uniform""","0.33","""uniform""","""vaguely-speak""","0.59","""uniform""","0.8200000000000001","""uniform""","""link""","false","false","10","0.8300000000000001","0.8","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.585","10","0.5609999999999999"
"119","7","42","0.25","0.379","""uniform""","0.13","""uniform""","""openly-listen""","0.6900000000000001","""uniform""","0.72","""uniform""","""link""","false","true","6","0.44","0.59","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.556","10","0.404"
"119","42","60","0.24","0.735","""uniform""","0.13","""uniform""","""vaguely-speak""","0.27","""uniform""","0.08","""uniform""","""link""","false","true","10","0.67","0.11","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.689","10","0.5755000000000001"
"120","7","31","0.13","0.47700000000000004","""uniform""","0.16","""uniform""","""vaguely-speak""","0.17","""uniform""","0.39","""uniform""","""link""","false","true","0","0.78","0.94","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0","10","0.0015"
"120","21","10","0.34","0.529","""uniform""","0.19","""uniform""","""openly-listen""","0.98","""uniform""","0.09","""uniform""","""link""","false","true","3","0.39","0.49","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.184","10","0.21199999999999997"
"120","28","10","0.42","0.995","""uniform""","0.02","""uniform""","""openly-listen""","0.9400000000000001","""uniform""","0.93","""uniform""","""link""","false","false","4","0.13","0.5","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.524","10","0.5145"
"120","63","48","0.14","0.196","""uniform""","0.33","""uniform""","""vaguely-speak""","0.55","""uniform""","0.67","""uniform""","""link""","false","true","9","0.32","0.8099999999999999","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.5730000000000001","10","0.6005"
"120","70","59","0.22","0.5850000000000001","""uniform""","0.25","""uniform""","""openly-listen""","0.54","""uniform""","0.21000000000000002","""uniform""","""link""","false","true","8","0.77","0.73","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.629","10","0.5865"
"120","98","55","0.47000000000000003","0.18000000000000002","""uniform""","0.42000000000000004","""uniform""","""vaguely-speak""","0.78","""uniform""","0.45","""uniform""","""link""","false","true","8","0.91","0.69","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.63","10","0.629"
"120","203","45","0.14","0.46900000000000003","""uniform""","0.18000000000000002","""uniform""","""openly-listen""","0.13","""uniform""","0.9400000000000001","""uniform""","""link""","false","true","0","0.8","0.39","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.6739999999999999","10","0.158"
"121","7","56","0.26","0.063","""uniform""","0.27","""uniform""","""openly-listen""","0.93","""uniform""","0.5700000000000001","""uniform""","""link""","false","true","0","0.2","0.78","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.666","10","0.608"
"122","7","36","0.39","0.652","""uniform""","0.24000000000000002","""uniform""","""vaguely-speak""","0.9600000000000001","""uniform""","0.6900000000000001","""uniform""","""link""","false","false","7","0.64","0.64","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0","10","0"
"122","21","58","0.01","0.651","""uniform""","0.22","""uniform""","""vaguely-speak""","0.46","""uniform""","0.65","""uniform""","""link""","false","true","4","0.06","0.94","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.506","10","0.533"
"122","63","28","0.05","0.46900000000000003","""uniform""","0.06999999999999999","""uniform""","""vaguely-speak""","0.56","""uniform""","0.74","""uniform""","""link""","false","false","10","0.86","0.8","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.5489999999999999","10","0.5225"
"122","84","30","0.01","0.323","""uniform""","0.41000000000000003","""uniform""","""openly-listen""","0.89","""uniform""","0.34","""uniform""","""link""","false","true","6","0.51","0.9","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.5720000000000001","10","0.538"
"122","105","59","0.21","0.24000000000000002","""uniform""","0.27","""uniform""","""openly-listen""","0.44","""uniform""","0.87","""uniform""","""link""","false","true","10","0.1","0.76","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.596","10","0.583"
"122","308","51","0.23","0.859","""uniform""","0.18000000000000002","""uniform""","""openly-listen""","1.05","""uniform""","0.9500000000000001","""uniform""","""link""","false","false","7","0","0.76","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.606","10","0.579"
"122","322","59","0.21","0.24000000000000002","""uniform""","0.27","""uniform""","""openly-listen""","0.44","""uniform""","0.87","""uniform""","""link""","false","true","9","0.1","0.76","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.618","10","0.556"
"123","7","2","0.08","0.253","""uniform""","0.44","""uniform""","""vaguely-speak""","0.63","""uniform""","0.35000000000000003","""uniform""","""link""","false","true","6","0.04","0.1","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.001","10","0.001"
"123","14","22","0.07","0.437","""uniform""","0.38","""uniform""","""openly-listen""","0.01","""uniform""","0.19","""uniform""","""link""","false","true","8","0.44","0.62","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.45699999999999996","10","0.512"
"123","21","19","0.3","0.528","""uniform""","0.11","""uniform""","""vaguely-speak""","1.1","""uniform""","0.01","""uniform""","""link""","false","true","4","0.22","0.63","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.514","10","0.5055000000000001"
"123","28","53","0.26","0.889","""uniform""","0.03","""uniform""","""openly-listen""","0.6","""uniform""","0.09","""uniform""","""link""","false","true","4","0.33","0.48","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.515","10","0.515"
"123","35","45","0.29","0.234","""uniform""","0.42000000000000004","""uniform""","""openly-listen""","0.5800000000000001","""uniform""","0.22","""uniform""","""link""","false","false","9","0","0.61","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.522","10","0.5555"
"123","42","61","0.42","0.636","""uniform""","0.05","""uniform""","""vaguely-speak""","0.3","""uniform""","0.98","""uniform""","""link""","false","false","10","0.76","0.32","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.5409999999999999","10","0.5225"
"123","63","62","0.08","0.12","""uniform""","0.12","""uniform""","""vaguely-speak""","0.88","""uniform""","0.8400000000000001","""uniform""","""link""","false","true","0","0.05","0.47","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.543","10","0.5015000000000001"
"123","105","62","0.17","0.502","""uniform""","0.42000000000000004","""uniform""","""openly-listen""","0.6900000000000001","""uniform""","0.75","""uniform""","""link""","false","true","7","0.22","0.76","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.5700000000000001","10","0.6035"
"123","119","64","0.18","0.403","""uniform""","0.19","""uniform""","""openly-listen""","0.86","""uniform""","0.7100000000000001","""uniform""","""link""","false","false","9","0.22","0.61","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.581","10","0.548"
"123","196","62","0.08","0.12","""uniform""","0.12","""uniform""","""openly-listen""","0.9600000000000001","""uniform""","0.8400000000000001","""uniform""","""link""","false","true","0","0.22","0.76","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.606","10","0.6125"
"123","210","64","0.15","0.403","""uniform""","0.19","""uniform""","""openly-listen""","0.86","""uniform""","0.7100000000000001","""uniform""","""link""","false","true","9","0.22","0.61","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.607","10","0.5619999999999999"
"123","245","48","0.42","0.935","""uniform""","0.42000000000000004","""uniform""","""openly-listen""","0.9600000000000001","""uniform""","0.41000000000000003","""uniform""","""link""","false","false","9","0.22","0.64","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.704","10","0.619"
"124","7","19","0.24","0.668","""uniform""","0.24000000000000002","""uniform""","""openly-listen""","0.14","""uniform""","0.56","""uniform""","""link""","false","false","9","0.78","0.78","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.541","10","0.599"
"124","28","37","0.43","0.501","""uniform""","0.11","""uniform""","""vaguely-speak""","0.97","""uniform""","0.45","""uniform""","""link""","false","false","2","0.62","0.66","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.556","10","0.575"
"124","42","49","0.13","0.87","""uniform""","0.47000000000000003","""uniform""","""vaguely-speak""","0.22","""uniform""","0.52","""uniform""","""link""","false","true","9","0.9","0.88","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.573","10","0.5545"
"124","147","45","0.27","0.796","""uniform""","0.36000000000000004","""uniform""","""vaguely-speak""","0.81","""uniform""","0.01","""uniform""","""link""","false","false","10","0.08","0.75","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.5760000000000001","10","0.5945"
"124","189","37","0.44","0.501","""uniform""","0.11","""uniform""","""vaguely-speak""","0.97","""uniform""","0.45","""uniform""","""link""","false","false","2","0.62","0.66","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.594","10","0.592"
"124","301","18","0.03","0.649","""uniform""","0.33","""uniform""","""vaguely-speak""","1.05","""uniform""","0.59","""uniform""","""link""","false","false","10","0.08","0.75","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.597","10","0.5645"
"125","7","55","0","0.081","""uniform""","0.49","""uniform""","""vaguely-speak""","0.06999999999999999","""uniform""","0.9500000000000001","""uniform""","""link""","false","true","4","0.43","0.4","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0","10","0"
"125","14","51","0.03","0.771","""uniform""","0.28","""uniform""","""openly-listen""","1.02","""uniform""","0.41000000000000003","""uniform""","""link""","false","false","2","0.6900000000000001","0.8","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.5740000000000001","10","0.6134999999999999"
"125","147","22","0.03","0.21400000000000002","""uniform""","0.47000000000000003","""uniform""","""openly-listen""","0.8","""uniform""","0.4","""uniform""","""link""","false","true","6","0.81","0.72","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.622","10","0.6625000000000001"
"125","161","15","0.35000000000000003","0.156","""uniform""","0.47000000000000003","""uniform""","""openly-listen""","0.97","""uniform""","0.89","""uniform""","""link""","false","true","3","0.17","0.6799999999999999","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.65","10","0.631"
"125","245","22","0.03","0.26","""uniform""","0.47000000000000003","""uniform""","""openly-listen""","0.8","""uniform""","0.4","""uniform""","""link""","false","true","6","0.81","0.72","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.656","10","0.576"
"125","301","22","0.03","0.26","""uniform""","0.47000000000000003","""uniform""","""openly-listen""","0.8","""uniform""","0.89","""uniform""","""link""","false","true","3","0.17","0.72","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.701","10","0.6255"
"126","7","46","0.23","0.759","""uniform""","0.41000000000000003","""uniform""","""vaguely-speak""","0.68","""uniform""","0.67","""uniform""","""link""","false","false","0","0.15","0.33","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0","10","0"
"126","21","23","0.16","0.039","""uniform""","0.16","""uniform""","""openly-listen""","0.47000000000000003","""uniform""","0.61","""uniform""","""link""","false","false","5","0.66","0.48","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.638","10","0.5055000000000001"
"126","105","6","0.14","0.381","""uniform""","0.28","""uniform""","""openly-listen""","0.65","""uniform""","0.87","""uniform""","""link""","false","false","1","0.12","0.5","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.7929999999999999","10","0.7345"
"127","7","16","0.21","0.788","""uniform""","0.21000000000000002","""uniform""","""vaguely-speak""","0.78","""uniform""","0.2","""uniform""","""link""","false","true","3","0.29","0.21000000000000002","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0","10","0.0015"
"127","14","40","0.42","0.65","""uniform""","0.41000000000000003","""uniform""","""vaguely-speak""","0.54","""uniform""","0.060000000000000005","""uniform""","""link""","false","true","7","0.75","0.27","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.001","10","0.003"
"127","21","55","0","0.642","""uniform""","0.45","""uniform""","""openly-listen""","0.77","""uniform""","1","""uniform""","""link""","false","false","1","0.08","0.58","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.16","10","0.11599999999999999"
"127","28","33","0.39","0.327","""uniform""","0.31","""uniform""","""vaguely-speak""","0.89","""uniform""","0.13","""uniform""","""link""","false","false","6","0.97","0.9","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.556","10","0.5465"
"127","35","59","0.48","0.747","""uniform""","0.14","""uniform""","""vaguely-speak""","0.48000000000000004","""uniform""","0.45","""uniform""","""link""","false","false","10","0.85","0.49","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.591","10","0.7324999999999999"
"127","308","8","0.5","0.23500000000000001","""uniform""","0.39","""uniform""","""vaguely-speak""","0.42000000000000004","""uniform""","0.7100000000000001","""uniform""","""link""","false","false","8","0.92","0.84","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.605","10","0.5405"
"127","357","23","0.19","0.23500000000000001","""uniform""","0.39","""uniform""","""openly-listen""","0.42000000000000004","""uniform""","0.7100000000000001","""uniform""","""link""","false","false","7","0.92","0.84","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.609","10","0.5775"
"128","7","43","0.34","0.551","""uniform""","0.21000000000000002","""uniform""","""vaguely-speak""","0.9400000000000001","""uniform""","0.03","""uniform""","""link""","false","false","7","0.56","0.33999999999999997","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.004","10","0.0045000000000000005"
