"search-number","evaluation","evals-requested-so-far","conformity-level*","conformity-drawn*","n-neis*","p-random*","p-speaking-level*","p-speaking-drawn*","boundary*","boundary-drawn*","mode*","tolerance-level*","tolerance-drawn*","network-change*","random-network-change?*","n_centroids*","centroids_change*","centroid_color?*","killing_centroids?*","d_threshold*","polarisation-each-n-steps*","polar_repeats*","opinions*","model*","record-each-n-steps*","avoid-redundancies?*","set-seed?*","x-opinion*","y-opinion*","updating*","record-length*","construct-name?*","record?*","max-ticks*","hk-benchmark?*","n-agents*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"2","14","25","0.33","""uniform""","32","0.18","0.162","""uniform""","0.04","""uniform""","""vaguely-speak""","0.97","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""636083154""","0.97","0.97","0.97","0","0.97"
"2","15","25","0.33","""uniform""","32","0.18","0.162","""uniform""","0.04","""uniform""","""vaguely-speak""","0.97","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-60628509""","0.965","0.965","0.965","0","0.965"
"2","16","25","0.37","""uniform""","14","0.24","0.548","""uniform""","0.29000000000000004","""uniform""","""vaguely-speak""","0.32","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1368070620""","0","0","0","0","0"
"2","17","25","0.37","""uniform""","14","0.24","0.548","""uniform""","0.29000000000000004","""uniform""","""vaguely-speak""","0.32","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1784259833""","0","0","0","0","0"
"2","18","25","0.37","""uniform""","14","0.24","0.548","""uniform""","0.29000000000000004","""uniform""","""vaguely-speak""","0.32","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-662551645""","0","0","0","0","0"
"2","19","25","0.37","""uniform""","14","0.24","0.548","""uniform""","0.29000000000000004","""uniform""","""vaguely-speak""","0.32","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-779894790""","0.01","0.01","0.01","0","0.01"
"2","20","25","0.37","""uniform""","14","0.24","0.548","""uniform""","0.29000000000000004","""uniform""","""vaguely-speak""","0.32","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""1905320828""","0","0","0","0","0"
"2","21","25","0.15000000000000002","""uniform""","14","0.01","0.382","""uniform""","0.19","""uniform""","""vaguely-speak""","0.45999999999999996","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""1535240342""","0.739","0.739","0.739","0","0.739"
"2","22","25","0.15000000000000002","""uniform""","14","0.01","0.382","""uniform""","0.19","""uniform""","""vaguely-speak""","0.45999999999999996","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""256386434""","0.616","0.616","0.616","0","0.616"
"2","23","25","0.15000000000000002","""uniform""","14","0.01","0.382","""uniform""","0.19","""uniform""","""vaguely-speak""","0.45999999999999996","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""527154289""","0.458","0.458","0.458","0","0.458"
"2","24","25","0.15000000000000002","""uniform""","14","0.01","0.382","""uniform""","0.19","""uniform""","""vaguely-speak""","0.45999999999999996","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1070611126""","0.543","0.543","0.543","0","0.543"
"2","25","25","0.15000000000000002","""uniform""","14","0.01","0.382","""uniform""","0.19","""uniform""","""vaguely-speak""","0.45999999999999996","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""867237979""","0.526","0.526","0.526","0","0.526"
"2","26","75","0.33","""uniform""","32","0.18","0.162","""uniform""","0.03","""uniform""","""vaguely-speak""","0.97","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""2131561303""","0.939","0.939","0.939","0","0.939"
"2","27","75","0.33","""uniform""","32","0.18","0.162","""uniform""","0.03","""uniform""","""vaguely-speak""","0.97","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""1060042318""","0.982","0.982","0.982","0","0.982"
"2","28","75","0.33","""uniform""","32","0.18","0.162","""uniform""","0.03","""uniform""","""vaguely-speak""","0.97","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1256247972""","0.961","0.961","0.961","0","0.961"
"2","29","75","0.33","""uniform""","32","0.18","0.162","""uniform""","0.03","""uniform""","""vaguely-speak""","0.97","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""16085047""","0.99","0.99","0.99","0","0.99"
"2","30","75","0.33","""uniform""","32","0.18","0.162","""uniform""","0.03","""uniform""","""vaguely-speak""","0.97","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""991810091""","0.98","0.98","0.98","0","0.98"
"3","1","25","0.72","""uniform""","43","0","0.921","""uniform""","0.25","""uniform""","""openly-listen""","0.37","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-815953850""","0.2","0.2","0.2","0","0.2"
"3","2","25","0.72","""uniform""","43","0","0.921","""uniform""","0.25","""uniform""","""openly-listen""","0.37","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-498321606""","0.264","0.264","0.264","0","0.264"
"3","3","25","0.72","""uniform""","43","0","0.921","""uniform""","0.25","""uniform""","""openly-listen""","0.37","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""1135651855""","0.187","0.187","0.187","0","0.187"
"3","4","25","0.72","""uniform""","43","0","0.921","""uniform""","0.25","""uniform""","""openly-listen""","0.37","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""1960449156""","0.249","0.249","0.249","0","0.249"
"3","5","25","0.72","""uniform""","43","0","0.921","""uniform""","0.25","""uniform""","""openly-listen""","0.37","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1364472005""","0.25","0.25","0.25","0","0.25"
"3","6","25","0.39","""uniform""","50","0.12","0.9570000000000001","""uniform""","0.23","""uniform""","""openly-listen""","0.95","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-112304368""","0.339","0.339","0.339","0","0.339"
"3","7","25","0.39","""uniform""","50","0.12","0.9570000000000001","""uniform""","0.23","""uniform""","""openly-listen""","0.95","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1090386188""","0.394","0.394","0.394","0","0.394"
"3","8","25","0.39","""uniform""","50","0.12","0.9570000000000001","""uniform""","0.23","""uniform""","""openly-listen""","0.95","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1547748060""","0.372","0.372","0.372","0","0.372"
"3","9","25","0.39","""uniform""","50","0.12","0.9570000000000001","""uniform""","0.23","""uniform""","""openly-listen""","0.95","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""162532308""","0.296","0.296","0.296","0","0.296"
"3","10","25","0.39","""uniform""","50","0.12","0.9570000000000001","""uniform""","0.23","""uniform""","""openly-listen""","0.95","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""2019293682""","0.324","0.324","0.324","0","0.324"
"3","11","25","0.59","""uniform""","37","0.08","0.428","""uniform""","0.2","""uniform""","""openly-listen""","0.18","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""910253905""","0.353","0.353","0.353","0","0.353"
"3","12","25","0.59","""uniform""","37","0.08","0.428","""uniform""","0.2","""uniform""","""openly-listen""","0.18","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-2068677570""","0.32","0.32","0.32","0","0.32"
"3","13","25","0.59","""uniform""","37","0.08","0.428","""uniform""","0.2","""uniform""","""openly-listen""","0.18","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1282075061""","0.301","0.301","0.301","0","0.301"
"3","14","25","0.59","""uniform""","37","0.08","0.428","""uniform""","0.2","""uniform""","""openly-listen""","0.18","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""504616320""","0.479","0.479","0.479","0","0.479"
"3","15","25","0.59","""uniform""","37","0.08","0.428","""uniform""","0.2","""uniform""","""openly-listen""","0.18","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-974714973""","0.419","0.419","0.419","0","0.419"
"3","16","25","0.32","""uniform""","35","0.01","0.048","""uniform""","0.26","""uniform""","""openly-listen""","0.98","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""563862406""","0.477","0.477","0.477","0","0.477"
"3","17","25","0.32","""uniform""","35","0.01","0.048","""uniform""","0.26","""uniform""","""openly-listen""","0.98","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1294994498""","0.35","0.35","0.35","0","0.35"
"3","18","25","0.32","""uniform""","35","0.01","0.048","""uniform""","0.26","""uniform""","""openly-listen""","0.98","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-409902816""","0.404","0.404","0.404","0","0.404"
"3","19","25","0.32","""uniform""","35","0.01","0.048","""uniform""","0.26","""uniform""","""openly-listen""","0.98","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-242288372""","0.433","0.433","0.433","0","0.433"
"3","20","25","0.32","""uniform""","35","0.01","0.048","""uniform""","0.26","""uniform""","""openly-listen""","0.98","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""1723606647""","0.396","0.396","0.396","0","0.396"
"3","21","25","0.69","""uniform""","43","0.35000000000000003","0.465","""uniform""","0.33","""uniform""","""vaguely-speak""","0.82","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1533782610""","0","0","0","0","0"
"3","22","25","0.69","""uniform""","43","0.35000000000000003","0.465","""uniform""","0.33","""uniform""","""vaguely-speak""","0.82","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""215767552""","0","0","0","0","0"
"3","23","25","0.69","""uniform""","43","0.35000000000000003","0.465","""uniform""","0.33","""uniform""","""vaguely-speak""","0.82","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1380147349""","0","0","0","0","0"
"3","24","25","0.69","""uniform""","43","0.35000000000000003","0.465","""uniform""","0.33","""uniform""","""vaguely-speak""","0.82","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""1736857060""","0","0","0","0","0"
"3","25","25","0.69","""uniform""","43","0.35000000000000003","0.465","""uniform""","0.33","""uniform""","""vaguely-speak""","0.82","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1043489412""","0","0","0","0","0"
"3","26","50","0.39","""uniform""","37","0.08","0.428","""uniform""","0.2","""uniform""","""openly-listen""","0.18","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-427894948""","0.291","0.291","0.291","0","0.291"
"3","27","50","0.39","""uniform""","37","0.08","0.428","""uniform""","0.2","""uniform""","""openly-listen""","0.18","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1390141323""","0.243","0.243","0.243","0","0.243"
"3","28","50","0.39","""uniform""","37","0.08","0.428","""uniform""","0.2","""uniform""","""openly-listen""","0.18","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1621142562""","0.219","0.219","0.219","0","0.219"
"3","29","50","0.39","""uniform""","37","0.08","0.428","""uniform""","0.2","""uniform""","""openly-listen""","0.18","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""1699938475""","0.419","0.419","0.419","0","0.419"
"3","30","50","0.39","""uniform""","37","0.08","0.428","""uniform""","0.2","""uniform""","""openly-listen""","0.18","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1758677591""","0.405","0.405","0.405","0","0.405"
"3","31","50","0.59","""uniform""","50","0.12","0.9570000000000001","""uniform""","0.23","""uniform""","""openly-listen""","0.95","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-785877341""","0.476","0.476","0.476","0","0.476"
"3","32","50","0.59","""uniform""","50","0.12","0.9570000000000001","""uniform""","0.23","""uniform""","""openly-listen""","0.95","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""1003143124""","0.384","0.384","0.384","0","0.384"
"3","33","50","0.59","""uniform""","50","0.12","0.9570000000000001","""uniform""","0.23","""uniform""","""openly-listen""","0.95","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""783205018""","0.421","0.421","0.421","0","0.421"
"3","34","50","0.59","""uniform""","50","0.12","0.9570000000000001","""uniform""","0.23","""uniform""","""openly-listen""","0.95","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""838300988""","0.332","0.332","0.332","0","0.332"
"3","35","50","0.59","""uniform""","50","0.12","0.9570000000000001","""uniform""","0.23","""uniform""","""openly-listen""","0.95","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""1183552213""","0.421","0.421","0.421","0","0.421"
"3","36","50","0.59","""uniform""","36","0.08","0.428","""uniform""","0.2","""uniform""","""openly-listen""","0.18","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-131725628""","0.33","0.33","0.33","0","0.33"
"3","37","50","0.59","""uniform""","36","0.08","0.428","""uniform""","0.2","""uniform""","""openly-listen""","0.18","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""1623710160""","0.331","0.331","0.331","0","0.331"
"3","38","50","0.59","""uniform""","36","0.08","0.428","""uniform""","0.2","""uniform""","""openly-listen""","0.18","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""347363604""","0.306","0.306","0.306","0","0.306"
"3","39","50","0.59","""uniform""","36","0.08","0.428","""uniform""","0.2","""uniform""","""openly-listen""","0.18","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""785207653""","0.333","0.333","0.333","0","0.333"
"3","40","50","0.59","""uniform""","36","0.08","0.428","""uniform""","0.2","""uniform""","""openly-listen""","0.18","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","3000","false","257","""-1965275240""","0.39","0.39","0.39","0","0.39"
