"search-number","evaluation","evals-requested-so-far","conformity-level*","conformity-drawn*","n-neis*","p-random*","p-speaking-level*","p-speaking-drawn*","boundary*","boundary-drawn*","mode*","tolerance-level*","tolerance-drawn*","network-change*","random-network-change?*","n_centroids*","centroids_change*","centroid_color?*","killing_centroids?*","d_threshold*","polarisation-each-n-steps*","polar_repeats*","opinions*","model*","record-each-n-steps*","avoid-redundancies?*","set-seed?*","x-opinion*","y-opinion*","updating*","record-length*","construct-name?*","record?*","hk-benchmark?*","max-ticks*","n-agents*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"2","27","30","0.36","""uniform""","16","0.49","0.149","""function""","0.34","""uniform""","""openly-listen""","1.06","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""544079156""","0.192","0.192","0.192","0","0.192"
"2","28","30","0.36","""uniform""","16","0.49","0.149","""function""","0.34","""uniform""","""openly-listen""","1.06","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""1812337006""","0.293","0.293","0.293","0","0.293"
"2","29","30","0.36","""uniform""","16","0.49","0.149","""function""","0.34","""uniform""","""openly-listen""","1.06","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""1388965081""","0.276","0.276","0.276","0","0.276"
"2","30","30","0.36","""uniform""","16","0.49","0.149","""function""","0.34","""uniform""","""openly-listen""","1.06","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-888042618""","0.295","0.295","0.295","0","0.295"
"3","1","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-722008396""","0.127","0.127","0.127","0","0.127"
"3","2","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""426337286""","0.156","0.156","0.156","0","0.156"
"3","3","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-491034623""","0.229","0.229","0.229","0","0.229"
"3","4","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""1502373766""","0.103","0.103","0.103","0","0.103"
"3","5","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""1960868546""","0.119","0.119","0.119","0","0.119"
"3","6","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""1410076687""","0.082","0.082","0.082","0","0.082"
"3","7","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-864338202""","0.068","0.068","0.068","0","0.068"
"3","8","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""1676924339""","0.123","0.123","0.123","0","0.123"
"3","9","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""237460806""","0.162","0.162","0.162","0","0.162"
"3","10","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-411184527""","0.062","0.062","0.062","0","0.062"
"3","11","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-1822643402""","0.028","0.028","0.028","0","0.028"
"3","12","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""825441365""","0.201","0.201","0.201","0","0.201"
"3","13","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""591672269""","0.11","0.11","0.11","0","0.11"
"3","14","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""2058802394""","0.096","0.096","0.096","0","0.096"
"3","15","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""1530929478""","0.147","0.147","0.147","0","0.147"
"3","16","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""1610701097""","0.127","0.127","0.127","0","0.127"
"3","17","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-573628181""","0.071","0.071","0.071","0","0.071"
"3","18","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-164650183""","0.141","0.141","0.141","0","0.141"
"3","19","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-1989692438""","0.172","0.172","0.172","0","0.172"
"3","20","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""3746620""","0.156","0.156","0.156","0","0.156"
"3","21","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-2133776946""","0.128","0.128","0.128","0","0.128"
"3","22","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-723439298""","0.144","0.144","0.144","0","0.144"
"3","23","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-780499997""","0.108","0.108","0.108","0","0.108"
"3","24","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-599593414""","0.103","0.103","0.103","0","0.103"
"3","25","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""613681691""","0.057","0.057","0.057","0","0.057"
"3","26","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-1187767637""","0.129","0.129","0.129","0","0.129"
"3","27","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-756576369""","0.232","0.232","0.232","0","0.232"
"3","28","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""765516030""","0.179","0.179","0.179","0","0.179"
"3","29","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-469067117""","0.158","0.158","0.158","0","0.158"
"3","30","30","0.18","""uniform""","14","0.42","0.771","""function""","0.61","""uniform""","""openly-listen""","0.92","""uniform""","""community""","true","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""2064338154""","0.154","0.154","0.154","0","0.154"
"4","1","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""1019946965""","0.297","0.297","0.297","0","0.297"
"4","2","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-508860558""","0.568","0.568","0.568","0","0.568"
"4","3","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-1950336339""","0.285","0.285","0.285","0","0.285"
"4","4","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-415334358""","0.271","0.271","0.271","0","0.271"
"4","5","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-644835241""","0.335","0.335","0.335","0","0.335"
"4","6","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-1426934512""","0.406","0.406","0.406","0","0.406"
"4","7","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-1204390164""","0.318","0.318","0.318","0","0.318"
"4","8","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-866658741""","0.402","0.402","0.402","0","0.402"
"4","9","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""2044587821""","0.311","0.311","0.311","0","0.311"
"4","10","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-820779252""","0.223","0.223","0.223","0","0.223"
"4","11","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""1697696502""","0.208","0.208","0.208","0","0.208"
"4","12","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""259950335""","0.299","0.299","0.299","0","0.299"
"4","13","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""784245089""","0.32","0.32","0.32","0","0.32"
"4","14","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""1893260171""","0.4","0.4","0.4","0","0.4"
"4","15","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""1561577188""","0.194","0.194","0.194","0","0.194"
"4","16","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""1689836327""","0.37","0.37","0.37","0","0.37"
"4","17","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""230355818""","0.27","0.27","0.27","0","0.27"
"4","18","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-648098866""","0.207","0.207","0.207","0","0.207"
"4","19","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-1833080699""","0.131","0.131","0.131","0","0.131"
"4","20","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""1586928681""","0.336","0.336","0.336","0","0.336"
"4","21","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-936391617""","0.322","0.322","0.322","0","0.322"
"4","22","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-1260682145""","0.268","0.268","0.268","0","0.268"
"4","23","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""-743563879""","0.236","0.236","0.236","0","0.236"
"4","24","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""551310838""","0.319","0.319","0.319","0","0.319"
"4","25","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","3000","257","""821581453""","0.252","0.252","0.252","0","0.252"
"4","26","30","0.5700000000000001","""uniform""","48","0.2","0.101","""function""","0.4","""uniform""","""openly-listen""","0.92","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","3000","20","2","""HK""","5000","fa